Model_name,Year_model,Manufacturer,Car_name,Type,Condition,Distance,Color,Body_type,Fuel_type,Engine_cc,Price
أودي A8 1995,1995,أودي,A8,أوتوماتيك,مستعملة,49500,Silver,Sedan,Gas,4200.0,680000
جيتور داشينج 2025,2025,جيتور,داشينج,أوتوماتيك,مستعملة,14000,Green,SUV,Gas,1600.0,1350000
بي ام دبليو 750Li 2017,2017,بي ام دبليو,750Li,أوتوماتيك,مستعملة,127000,Black,Sedan,Gas,4700.0,3950000
هيونداى توسان 2024,2024,هيونداى,توسان,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1600.0,1750000
شيري اريزو 5 فيس ليفت 2023,2023,شيري,اريزو 5 فيس ليفت,أوتوماتيك,مستعملة,24000,Red,Sedan,Gas,1500.0,565000
مرسيدس S500 2014,2014,مرسيدس,S500,أوتوماتيك,مستعملة,108000,Black,Sedan,Gas,4700.0,3950000
جي إيه سي إمباو 2026,2026,جي إيه سي,إمباو,أوتوماتيك,جديدة,0,Gold,Sedan,Gas,1500.0,1199000
بي ام دبليو X1 2017,2017,بي ام دبليو,X1,أوتوماتيك,مستعملة,205000,Black,SUV,Gas,1500.0,1400000
أودي Q3 2016,2016,أودي,Q3,أوتوماتيك,مستعملة,350000,Brown,Hatchback,Gas,1400.0,980000
هيونداى فيرنا 2017,2017,هيونداى,فيرنا,أوتوماتيك,مستعملة,155000,Gray,Sedan,Gas,1600.0,410000
سيات ليون 2026,2026,سيات,ليون,أوتوماتيك,جديدة,0,Navy Blue,Hatchback,Gas,1400.0,1650000
هيونداى ماتريكس 2012,2012,هيونداى,ماتريكس,أوتوماتيك,مستعملة,130000,Black,Hatchback,Gas,1600.0,500000
بي ام دبليو 320i 2020,2020,بي ام دبليو,320i,أوتوماتيك,مستعملة,150000,Black,Sedan,Gas,2000.0,1800000
كيا سيراتو 2017,2017,كيا,سيراتو,أوتوماتيك,مستعملة,160000,Silver,Sedan,Gas,1600.0,650000
بي ام دبليو X3 2019,2019,بي ام دبليو,X3,أوتوماتيك,مستعملة,183000,Black,SUV,Gas,2000.0,1880000
شيري اريزو 5 2020,2020,شيري,اريزو 5,أوتوماتيك,مستعملة,103000,Bronze,Sedan,Gas,1600.0,460000
دودج رام 2007,2007,دودج,رام,أوتوماتيك,مستعملة,196000,Red,Pickup,Gas,5700.0,1650000
سكودا اوكتافيا 2021,2021,سكودا,اوكتافيا,أوتوماتيك,مستعملة,51000,Silver,Sedan,Gas,1400.0,1350000
هيونداى النترا MD 2015,2015,هيونداى,النترا MD,أوتوماتيك,مستعملة,325000,Bronze,Sedan,Gas,1600.0,600000
مرسيدس S320 2000,2000,مرسيدس,S320,أوتوماتيك,مستعملة,200000,Silver,Sedan,Gas,3200.0,1000000
مرسيدس C200 2023,2023,مرسيدس,C200,أوتوماتيك,مستعملة,7000,Champagne,Sedan,Gas,1500.0,3500000
إم جي 6 2020,2020,إم جي,6,أوتوماتيك,مستعملة,155500,Red,Sedan,Gas,1500.0,700000
فولكس فاجن باسات 2021,2021,فولكس فاجن,باسات,أوتوماتيك,مستعملة,122000,Navy Blue,Sedan,Gas,1400.0,1475000
شيفروليه لانوس 2015,2015,شيفروليه,لانوس,مانيوال,مستعملة,57000,Blue,Sedan,Gas,1500.0,380000
تويوتا كورولا 2020,2020,تويوتا,كورولا,أوتوماتيك,مستعملة,257000,Silver,Sedan,Gas,1600.0,830000
كيا إكسيد 2025,2025,كيا,إكسيد,أوتوماتيك,مستعملة,15000,White,Hatchback,Gas,1600.0,1520000
تويوتا بيلتا 2022,2022,تويوتا,بيلتا,أوتوماتيك,مستعملة,31000,Black,Sedan,Gas,1500.0,800000
رينو كارديان 2026,2026,رينو,كارديان,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1000.0,850000
بيجو 508 2014,2014,بيجو,508,أوتوماتيك,مستعملة,133000,Baby Blue,Sedan,Gas,1600.0,700000
بي ام دبليو X1 2025,2025,بي ام دبليو,X1,أوتوماتيك,مستعملة,18000,White,SUV,Gas,1500.0,3000000
بي ام دبليو X2 2025,2025,بي ام دبليو,X2,أوتوماتيك,مستعملة,5000,Red,SUV,Gas,2000.0,3250000
بي ام دبليو X5 2025,2025,بي ام دبليو,X5,أوتوماتيك,مستعملة,8000,Dark Grey,SUV,Gas,3000.0,6800000
مرسيدس E200 2025,2025,مرسيدس,E200,أوتوماتيك,مستعملة,1000,White,Sedan,Gas,2000.0,5200000
بي ام دبليو X2 2025,2025,بي ام دبليو,X2,أوتوماتيك,مستعملة,5000,Blue,SUV,Gas,2000.0,3300000
بي ام دبليو X1 2025,2025,بي ام دبليو,X1,أوتوماتيك,مستعملة,4000,Blue,SUV,Gas,2000.0,3000000
بي ام دبليو 520i 2025,2025,بي ام دبليو,520i,أوتوماتيك,مستعملة,1500,White,SUV,Gas,2000.0,5250000
نيسان قشقاي 2017,2017,نيسان,قشقاي,أوتوماتيك,مستعملة,139,Gray,Hatchback,Gas,1200.0,740000
شيفروليه NKR 2026,2026,شيفروليه,NKR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1295000
سكودا كودياك 2025,2025,سكودا,كودياك,أوتوماتيك,مستعملة,1000,Red,Hatchback,Gas,1400.0,2520000
رينو لوجان 2016,2016,رينو,لوجان,أوتوماتيك,مستعملة,300000,Maroon,Sedan,Gas,1600.0,325000
شيفروليه NPR 2026,2026,شيفروليه,NPR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1470000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,970000
شيفروليه NPR 2026,2026,شيفروليه,NPR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1470000
رينو أوسترال 2024,2024,رينو,أوسترال,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1600000
مرسيدس E200 2025,2025,مرسيدس,E200,أوتوماتيك,جديدة,0,Dark Grey,Sedan,Gas,2000.0,5150000
مرسيدس C200 2023,2023,مرسيدس,C200,أوتوماتيك,مستعملة,17000,White,Sedan,Gas,1500.0,3150000
مرسيدس C180 2023,2023,مرسيدس,C180,أوتوماتيك,مستعملة,9000,Silver,Sedan,Gas,1500.0,2750000
مرسيدس C180 2024,2024,مرسيدس,C180,أوتوماتيك,مستعملة,20,Dark Grey,Sedan,Gas,1500.0,3150000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,1100000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,970000
أودي A5 2025,2025,أودي,A5,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,3850000
نيسان صني 2020,2020,نيسان,صني,أوتوماتيك,مستعملة,135000,Black,Sedan,Gas,1500.0,490000
أوبل كورسا 2017,2017,أوبل,كورسا,أوتوماتيك,مستعملة,195000,Blue,Hatchback,Gas,1400.0,520000
هيونداى النترا CN7 2021,2021,هيونداى,النترا CN7,أوتوماتيك,مستعملة,154000,Baby Blue,Sedan,Gas,1600.0,1000000
جيتور X70 2021,2021,جيتور,X70,أوتوماتيك,مستعملة,105000,Black,SUV,Gas,1500.0,900000
نيسان سنترا 2017,2017,نيسان,سنترا,أوتوماتيك,مستعملة,250000,Bronze,Sedan,Gas,1600.0,520000
سكودا كودياك 2026,2026,سكودا,كودياك,أوتوماتيك,جديدة,0,White,SUV,Gas,1400.0,2750000
سكودا فانتازيا 2011,2011,سكودا,فانتازيا,أوتوماتيك,مستعملة,303000,Silver,Sedan,Gas,1600.0,485000
مرسيدس CLE 300 2024,2024,مرسيدس,CLE 300,أوتوماتيك,مستعملة,20000,Dark Grey,Coupe,Gas,2000.0,4800000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Blue,Sedan,Gas,1500.0,750000
فيات تيبو هاتشباك 2020,2020,فيات,تيبو هاتشباك,أوتوماتيك,مستعملة,195000,Black,Hatchback,Diesel,1600.0,690000
بي ام دبليو 118i 2016,2016,بي ام دبليو,118i,أوتوماتيك,مستعملة,180000,Gold,Hatchback,Gas,1500.0,930000
شانجان UNI-V 2026,2026,شانجان,UNI-V,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,1250000
نيسان سنترا 2018,2018,نيسان,سنترا,أوتوماتيك,مستعملة,198000,Bronze,Sedan,Gas,1600.0,540000
مرسيدس GLC 300 COUPE 2026,2026,مرسيدس,GLC 300 COUPE,أوتوماتيك,جديدة,0,Black,Coupe,Gas,2000.0,5250000
بيجو 2008 2021,2008,بيجو,2021,أوتوماتيك,مستعملة,144000,Blue,SUV,Gas,1200.0,810000
رينو فلوانس 2013,2013,رينو,فلوانس,أوتوماتيك,مستعملة,240000,Maroon,Sedan,Gas,1600.0,375000
مرسيدس GLB 200 2022,2022,مرسيدس,GLB 200,أوتوماتيك,مستعملة,21000,Black,SUV,Gas,1400.0,3000000
لاند روفر رانج روفر ايفوك 2026,2026,لاند روفر,رانج ايفوك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,4550000
شيفروليه اوبترا 2022,2022,شيفروليه,اوبترا,أوتوماتيك,مستعملة,178000,Silver,Sedan,Gas,1500.0,550000
شيفروليه NPR 2026,2026,شيفروليه,NPR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1470000
إم جي 5 2022,2022,إم جي,5,أوتوماتيك,مستعملة,25650,Red,Sedan,Gas,1500.0,750000
شيري اريزو 8 2026,2026,شيري,اريزو 8,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1600.0,1350000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,1090000
شيفروليه NKR 2026,2026,شيفروليه,NKR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1285000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,1100000
مرسيدس E300 2021,2021,مرسيدس,E300,أوتوماتيك,مستعملة,70000,Black,Sedan,Gas,2000.0,4300000
ميتسوبيشي لانسر 2015,2015,ميتسوبيشي,لانسر,أوتوماتيك,مستعملة,111000,Champagne,Sedan,Gas,1600.0,750000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,970000
شيفروليه NPR 2026,2026,شيفروليه,NPR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1480000
سوزوكي ديزاير 2022,2022,سوزوكي,ديزاير,مانيوال,مستعملة,145000,Black,Sedan,Gas,1200.0,490000
كيا كارينز 2014,2014,كيا,كارينز,أوتوماتيك,مستعملة,400000,Gray,SUV,Gas,1600.0,750000
سكودا اوكتافيا A8 2026,2026,سكودا,اوكتافيا A8,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1400.0,1650000
شيفروليه NPR 2026,2026,شيفروليه,NPR,مانيوال,جديدة,0,White,Pickup,Diesel,4600.0,1470000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,Red,Pickup,Diesel,2500.0,1100000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,White,Sedan,Gas,1400.0,2650000
تويوتا كورولا 2019,2019,تويوتا,كورولا,أوتوماتيك,مستعملة,134000,Black,Sedan,Gas,1600.0,800000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,مانيوال,جديدة,0,White,Pickup,Diesel,2500.0,970000
شيري تيجو 7 برو 2022,2022,شيري,تيجو 7 برو,أوتوماتيك,مستعملة,53,White,SUV,Gas,1500.0,950000
رينو ميجان 2022,2022,رينو,ميجان,أوتوماتيك,مستعملة,80200,Silver,Sedan,Gas,1300.0,999000
فولكس فاجن جيتا 2008,2008,فولكس فاجن,جيتا,أوتوماتيك,مستعملة,198500,Black,Sedan,Gas,1600.0,490000
إم جي ZS 2021,2021,إم جي,ZS,أوتوماتيك,مستعملة,57000,Silver,SUV,Gas,1500.0,775000
فولكس فاجن باسات 2011,2011,فولكس فاجن,باسات,أوتوماتيك,مستعملة,230000,Black,Sedan,Diesel,1400.0,700000
شانجان إيدو 2022,2022,شانجان,إيدو,أوتوماتيك,مستعملة,165000,Silver,Sedan,Gas,1600.0,480000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,Dark Grey,Sedan,Gas,1400.0,1950000
ستروين C4 2022,2022,ستروين,C4,أوتوماتيك,مستعملة,41000,Silver,SUV,Gas,1500.0,1200000
كيا سبورتاج 2015,2015,كيا,سبورتاج,أوتوماتيك,مستعملة,135000,Dark Grey,SUV,Gas,1600.0,950000
بي ام دبليو 318i 2017,2017,بي ام دبليو,318i,أوتوماتيك,مستعملة,136000,Navy Blue,Sedan,Gas,1500.0,1100000
بيجو 408 2026,2026,بيجو,408,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,2290000
شيري انفي 2017,2017,شيري,انفي,مانيوال,مستعملة,254,Black,Sedan,Gas,1500.0,355000
فيات تيبو 2021,2021,فيات,تيبو,أوتوماتيك,مستعملة,105000,White,Sedan,Gas,1600.0,750000
مرسيدس A180 2021,2021,مرسيدس,A180,أوتوماتيك,مستعملة,139000,Gray,Sedan,Gas,1300.0,1700000
مرسيدس V300 2025,2025,مرسيدس,V300,أوتوماتيك,جديدة,0,Gray,Van,Gas,2000.0,6300000
تويوتا لاند كروزر 2025,2025,تويوتا,لاند كروزر,أوتوماتيك,جديدة,0,Black,SUV,Gas,3500.0,9250000
مرسيدس C180 2025,2025,مرسيدس,C180,أوتوماتيك,مستعملة,9700,White,Sedan,Gas,1500.0,3200000
مرسيدس C180 2026,2026,مرسيدس,C180,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,3450000
مرسيدس C180 2019,2019,مرسيدس,C180,أوتوماتيك,مستعملة,92500,Blue,Sedan,Gas,1500.0,2200000
مرسيدس C180 2023,2023,مرسيدس,C180,أوتوماتيك,مستعملة,10000,Gray,Sedan,Diesel,1500.0,2750000
مرسيدس C180 2023,2023,مرسيدس,C180,أوتوماتيك,مستعملة,1600,Silver,Cabriolet,Diesel,1500.0,3250000
سكودا كودياك 2021,2021,سكودا,كودياك,أوتوماتيك,مستعملة,89300,Red,SUV,Gas,2000.0,2000000
بي ام دبليو 318i 2018,2018,بي ام دبليو,318i,أوتوماتيك,مستعملة,165000,Champagne,Sedan,Diesel,1500.0,1350000
مرسيدس C180 2022,2022,مرسيدس,C180,أوتوماتيك,جديدة,0,Red,Sedan,Diesel,1500.0,3100000
مرسيدس CLA 200 2024,2024,مرسيدس,CLA 200,أوتوماتيك,مستعملة,49000,White,Sedan,Gas,1300.0,2700000
ستروين DS4 2025,2025,ستروين,DS4,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,2050000
ميتسوبيشي باجيرو 2022,2022,ميتسوبيشي,باجيرو,أوتوماتيك,مستعملة,39000,White,SUV,Diesel,3800.0,3300000
مرسيدس E200 2026,2026,مرسيدس,E200,أوتوماتيك,جديدة,0,Black,Sedan,Diesel,2000.0,5500000
نيسان جوك 2022,2022,نيسان,جوك,أوتوماتيك,مستعملة,46000,White,SUV,Gas,1000.0,1050000
مرسيدس E350 2019,2019,مرسيدس,E350,أوتوماتيك,مستعملة,85000,Gray,Sedan,Gas,2000.0,3250000
مرسيدس GLC 200 2020,2020,مرسيدس,GLC 200,أوتوماتيك,مستعملة,89000,Gray,SUV,Gas,2000.0,3200000
مرسيدس C200 2023,2023,مرسيدس,C200,أوتوماتيك,مستعملة,32500,Blue,Sedan,Gas,1500.0,3200000
هيونداى أكسنت RB 2012,2012,هيونداى,أكسنت RB,أوتوماتيك,مستعملة,95000,Baby Blue,Sedan,Gas,1600.0,510000
نيسان قشقاي 2018,2018,نيسان,قشقاي,أوتوماتيك,مستعملة,107000,Blue,SUV,Gas,1200.0,830000
رينو لوجان 2015,2015,رينو,لوجان,مانيوال,مستعملة,213000,Black,Sedan,Gas,1600.0,310000
جاكوار F-TYPE 2020,2020,جاكوار,F-TYPE,أوتوماتيك,مستعملة,20000,White,Cabriolet,Gas,2000.0,4150000
إم جي RX5 2024,2024,إم جي,RX5,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1420000
مرسيدس GLA 200 2023,2023,مرسيدس,GLA 200,أوتوماتيك,مستعملة,12000,White,SUV,Gas,1300.0,2575000
سكودا كودياك 2025,2025,سكودا,كودياك,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,2650000
أودي Q8 2025,2025,أودي,Q8,أوتوماتيك,جديدة,0,Black,SUV,Gas,3000.0,6650000
أودي Q3 2025,2025,أودي,Q3,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2800000
سكودا فانتازيا 2012,2012,سكودا,فانتازيا,أوتوماتيك,مستعملة,320000,Black,Sedan,Gas,1600.0,650000
أودي Q2 2024,2024,أودي,Q2,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1400.0,1900000
أودي A5 2025,2025,أودي,A5,أوتوماتيك,جديدة,0,White,Sedan,Gas,1400.0,3700000
هيونداى I10 2013,2013,هيونداى,I10,مانيوال,مستعملة,7000,Blue,Hatchback,Gas,1600.0,550000
فولكس فاجن طوارق 2026,2026,فولكس فاجن,طوارق,أوتوماتيك,جديدة,0,White,SUV,Gas,2000.0,4400000
أودي Q3 2024,2024,أودي,Q3,أوتوماتيك,مستعملة,16000,White,SUV,Gas,2000.0,2850000
فولكس فاجن تيجوان 2026,2026,فولكس فاجن,تيجوان,أوتوماتيك,جديدة,0,Navy Blue,SUV,Gas,1400.0,2370000
أودي A3 2025,2025,أودي,A3,أوتوماتيك,جديدة,0,White,Sedan,Gas,1400.0,2230000
ستروين C5 2021,2021,ستروين,C5,أوتوماتيك,مستعملة,49000,White,SUV,Gas,1600.0,1370000
رينو سانديرو ستيب واي 2023,2023,رينو,سانديرو ستيب واي,أوتوماتيك,مستعملة,14000,Gray,Hatchback,Gas,1600.0,600000
هيونداى جيتز 2011,2011,هيونداى,جيتز,أوتوماتيك,مستعملة,156000,Black,Hatchback,Gas,1600.0,470000
ميني John Cooper Works 2025,2025,ميني,John Cooper Works,أوتوماتيك,جديدة,0,Black,Hatchback,Gas,2000.0,4000000
بي ام دبليو X1 2015,2015,بي ام دبليو,X1,أوتوماتيك,مستعملة,110000,Silver,SUV,Gas,2000.0,1220000
بي ام دبليو Z4 2011,2011,بي ام دبليو,Z4,أوتوماتيك,مستعملة,110000,Gray,Cabriolet,Gas,2500.0,1950000
أوبل موكا 2016,2016,أوبل,موكا,أوتوماتيك,مستعملة,140000,Red,SUV,Gas,1400.0,570000
شيري تيجو 3 2023,2023,شيري,تيجو 3,أوتوماتيك,مستعملة,19000,Silver,SUV,Gas,1600.0,720000
مرسيدس E300 2011,2011,مرسيدس,E300,أوتوماتيك,مستعملة,120000,Silver,Sedan,Gas,3000.0,1800000
هيونداى فيرنا 2014,2014,هيونداى,فيرنا,مانيوال,مستعملة,339000,Gray,Sedan,Gas,1600.0,340000
جيب رينجيد 2017,2017,جيب,رينجيد,أوتوماتيك,مستعملة,172000,Dark Grey,SUV,Gas,1400.0,800000
رينج روفر سبورت 2020,2020,رينج روفر,سبورت,أوتوماتيك,مستعملة,85000,White,SUV,Gas,1900.0,4500000
فورد فيوجن 2015,2015,فورد,فيوجن,أوتوماتيك,مستعملة,175000,Black,Sedan,Gas,1500.0,810000
